0 1 2
8479 75 50
8480 29 7
8481 7 29
8482 48 50
8483 17 56
8483 17 15
8483 17 54
8484 56 17
8485 65 9
8486 54 17
8487 88 90
8488 21 72
8489 74 5
8490 94 86
8490 94 89
8490 94 68
8490 94 69
8490 94 56
8490 94 85
8490 94 84
8490 94 48
8490 94 76
8490 94 88
8490 94 47
8490 94 59
8490 94 2
8491 68 94
8492 59 94
8493 2 94
8494 59 68
8494 59 69
8494 59 56
8494 59 85
8494 59 86
8494 59 84
8494 59 89
8494 59 48
8494 59 76
8494 59 88
8494 59 47
8494 59 94
8494 59 2
8495 47 94
8496 75 50
8497 4 3
8498 36 38
8499 38 36
8500 84 18
8501 84 18
8502 84 50
8503 21 89
8503 21 47
8503 21 69
8503 21 84
8503 21 76
8503 21 48
8503 21 68
8503 21 90
8504 68 21
8505 84 21
8506 54 117
8507 47 21
8508 36 38
8509 38 36
8510 66 77
8511 21 47
8512 47 50
8513 36 38
8514 47 21
8515 81 56
8516 87 34
8517 72 9
8517 72 14
8517 72 71
8517 72 65
8518 21 43
8519 48 21
8520 36 38
8521 56 94
8522 44 42
8523 9 67
8523 9 66
8524 63 98
8525 90 21
8526 84 57
8527 15 17
8528 94 9
8528 94 65
8529 65 94
8530 9 94
8531 38 24
8532 3 4
8532 3 13
8532 3 8
8532 3 35
8532 3 51
8532 3 20
8533 7 22
8534 48 94
8535 8 3
8536 84 94
8537 8 3
8538 76 94
8539 88 55
8540 88 89
8541 14 13
8542 88 94
8543 13 14
8544 13 14
8545 76 21
8545 94 65
8546 13 3
8547 14 13
8548 13 40
8549 13 40
8550 42 44
8551 89 21
8552 4 3
8553 50 75
8554 104 117
8555 65 94
8556 44 59
8557 94 65
8558 76 81
8559 65 94
8560 9 85
8560 9 67
8560 9 66
8561 38 67
8562 65 94
8563 76 50
8564 51 3
8565 21 75
8565 21 7
8565 21 10
8566 39 77
8567 3 84
8567 3 69
8568 84 3
8569 84 3
8570 6 106
8571 75 21
8572 30 7
8572 30 32
8573 75 50
8574 30 15
8574 30 54
8574 30 33
8575 4 13
8576 30 3
8576 30 8
8576 30 17
8577 30 3
8577 30 17
8577 30 20
8577 30 35
8578 30 33
8578 30 15
8578 30 54
8578 30 5
8579 30 39
8580 30 35
8581 15 30
8582 89 94
8583 77 39
8584 77 66
8585 76 19
8586 4 13
8587 15 30
8588 17 30
8589 17 30
8590 50 47
8591 50 47
8592 47 50
8593 47 50
8594 50 76
8595 44 42
8596 76 50
8597 4 13
8598 94 65
8599 121 106
8600 56 81
8601 20 3
8602 20 30
8603 47 50
8604 67 9
8605 8 30
8606 77 66
8607 50 47
8608 47 50
8609 76 4
8610 8 1
8611 3 30
8612 3 30
8613 13 4
8614 24 45
8615 13 4
8616 13 4
8617 45 24
8618 105 103
8618 105 26
8618 105 24
8618 105 52
8619 103 105
8620 51 3
8621 24 105
8622 51 3
8623 52 105
8624 7 30
8625 52 3
8626 10 21
8627 32 30
8628 26 105
8629 10 21
8630 77 14
8631 15 1
8631 15 7
8632 1 15
8633 4 76
8634 56 48
8634 32 66
8635 14 77
8636 7 15
8637 39 30
8638 39 29
8639 32 45
8640 50 3
8641 45 32
8642 106 71
8642 106 117
8643 76 4
8644 3 52
8645 77 14
8646 77 14
8647 43 27
8648 3 50
8649 21 10
8650 50 3
8651 3 50
8652 27 43
8653 90 56
8654 56 90
8655 4 106
8656 1 8
8657 56 59
8658 59 56
8659 10 7
8660 76 17
8661 85 94
8662 27 43
8663 85 3
8664 7 10
8665 47 48
8666 48 47
8667 84 53
8668 1 10
8668 1 7
8669 69 86
8670 5 30
8671 7 1
8672 17 76
8673 76 17
8674 43 27
8675 86 94
8676 84 86
8677 54 30
8677 54 30
8678 10 1
8679 29 39
8680 56 27
8681 27 56
8682 59 65
8683 103 52
8684 52 103
8685 1 10
8685 1 7
8686 7 1
8687 75 53
8687 75 50
8688 59 44
8689 117 54
8690 54 117
8691 54 117
8692 54 117
8692 54 15
8693 7 21
8694 15 54
8695 24 30
8696 30 24
8697 30 32
8697 30 7
8698 7 30
8699 32 30
8700 1 38
8700 1 36
8701 38 36
8702 66 32
8703 66 9
8704 86 50
8705 32 66
8706 66 32
8707 38 36
8708 32 66
8709 32 45
8710 45 32
8711 76 75
8711 76 13
8712 63 38
8713 50 86
8714 69 94
8715 48 47
8716 86 50
8717 10 1
8718 36 38
8719 54 117
8720 30 7
8721 7 30
8722 86 84
8723 84 57
8724 15 54
8725 69 76
8725 69 84
8726 54 15
8727 86 84
8728 44 91
8729 15 54
8730 13 40
8731 96 15
8731 96 61
8731 96 12
8732 96 15
8732 96 61
8732 96 12
8733 54 117
8734 29 23
8735 33 30
8736 33 30
8737 35 30
8738 73 12
8739 73 5
8740 35 30
8741 53 75
8742 53 3
8743 53 47
8744 73 5
8745 53 50
8746 53 40
8747 53 84
8748 53 70
8749 23 29
8750 53 105
8751 53 81
8752 34 24
8753 24 34
8754 20 18
8755 75 86
8755 86 75
8756 53 50
8757 53 3
8758 53 3
8759 54 117
8760 98 93
8761 53 3
8762 53 84
8763 35 1
8763 35 7
8763 35 3
8764 1 35
8765 35 3
8766 35 3
8767 35 3
8768 13 14
8769 35 3
8770 35 3
8771 14 13
8772 35 3
8773 35 3
8774 35 3
8775 14 13
8776 1 10
8776 1 7
8777 13 14
8778 18 20
8779 21 75
8780 15 96
8781 15 96
8782 18 111
8783 10 1
8784 3 35
8785 73 1
8786 104 117
8787 104 90
8788 1 73
8789 3 67
8789 3 13
8789 3 66
8789 3 8
8789 3 35
8789 3 4
8789 3 68
8789 3 85
8789 3 69
8789 3 17
8790 32 26
8791 33 5
8792 17 3
8793 8 3
8794 13 3
8795 54 5
8796 33 15
8797 5 54
8798 53 50
8798 53 75
8798 53 70
8799 22 7
8800 68 3
8801 67 3
8802 35 3
8803 15 33
8804 75 21
8805 4 3
8806 7 10
8807 15 9
8808 9 15
8809 10 7
8810 29 39
8810 39 29
8811 17 56
8811 17 15
8811 17 54
8812 56 17
8813 56 88
8814 88 56
8815 36 38
8816 32 26
8817 1 9
8817 1 3
8817 1 65
8817 1 90
8817 1 69
8817 1 14
8817 1 15
8817 1 5
8817 1 17
8817 1 11
8817 1 68
8818 38 36
8819 14 1
8820 68 1
8821 76 75
8821 76 13
8822 13 17
8823 68 69
8824 5 1
8825 3 1
8826 56 96
8826 56 61
8826 56 15
8827 15 56
8828 4 48
8829 71 5
8829 71 15
8830 48 4
8831 48 4
8832 48 56
8833 4 48
8834 4 101
8834 4 93
8835 71 72
8836 93 4
8837 38 7
8838 13 14
8839 96 56
8840 54 96
8841 101 4
8842 96 54
8843 11 1
8844 103 30
8845 30 103
8846 14 59
8846 59 14
8847 4 48
8847 4 70
8847 4 68
8848 76 123
8849 76 123
8850 7 38
8851 84 19
8852 12 96
8853 12 96
8854 90 1
8855 68 4
8856 15 1
8857 70 4
8858 111 18
8859 15 17
8860 9 68
8860 9 56
8860 9 67
8860 9 66
8861 9 1
8862 68 9
8863 56 9
8864 12 72
8864 12 74
8864 12 15
8865 84 19
8866 32 15
8866 32 83
8867 32 66
8868 74 12
8869 65 1
8870 7 22
8871 54 117
8872 7 1
8873 7 35
8874 70 53
8875 70 53
8875 70 50
8876 88 61
8876 88 96
8876 88 12
8876 88 15
8877 45 26
8877 45 24
8878 26 45
8879 24 45
8880 38 7
8881 76 50
8882 74 72
8883 15 12
8884 123 76
8885 76 123
8886 6 106
8887 123 76
8888 76 123
8889 76 123
8890 123 76
8891 93 33
8892 4 106
8893 22 64
8894 22 42
8895 76 19
8896 76 123
8897 93 46
8898 30 45
8899 101 86
8899 86 101
8900 45 30
8901 54 117
8902 69 76
8903 71 72
8903 71 73
8904 33 93
8905 22 68
8906 33 93
8907 48 4
8908 68 22
8909 76 69
8910 93 33
8911 37 38
8912 69 76
8912 69 76
8912 69 76
8912 69 76
8913 76 69
8914 14 59
8915 45 26
8915 45 24
8916 26 45
8917 46 93
8918 48 4
8919 70 53
8919 70 50
8920 46 93
8921 74 4
8922 93 46
8923 76 19
8924 14 59
8925 4 48
8926 45 26
8926 45 24
8927 38 26
8928 66 3
8929 26 149
8930 26 23
8931 26 45
8932 84 19
8933 53 70
8934 53 70
8935 4 70
8935 4 81
8935 4 48
8935 4 101
8935 4 93
8935 4 68
8936 48 4
8937 101 4
8937 93 4
8938 14 44
8939 4 74
8940 73 1
8941 68 4
8942 1 73
8943 66 9
8944 84 89
8945 21 84
8946 84 21
8947 85 48
8948 85 3
8949 67 9
8950 53 70
8951 53 70
8952 70 4
8953 24 45
8954 24 45
8955 45 9
8956 9 45
8957 21 69
8958 149 26
8958 149 38
8959 26 149
8960 53 70
8960 53 50
8961 18 69
8962 94 65
8962 94 9
8963 25 32
8964 32 25
8965 90 104
8966 3 51
8966 3 35
8967 35 3
8968 64 66
8968 64 9
8969 68 9
8970 64 63
8971 9 64
8972 64 63
8973 65 94
8974 9 15
8974 9 17
8975 9 94
8976 54 17
8977 50 76
8978 76 50
8979 17 9
8980 68 112
8981 21 82
8982 70 53
8982 70 50
8983 50 70
8984 21 10
8984 21 7
8985 7 21
8986 70 50
8987 21 89
8988 10 21
8989 70 50
8990 4 48
8990 4 35
8990 4 86
8990 4 3
8990 4 13
8990 86 4
8991 4 69
8992 38 68
8992 38 15
8992 38 13
8992 38 69
8992 38 1
8993 32 15
8994 1 38
8995 32 3
8996 15 32
8997 38 1
8998 51 3
8999 3 4
9000 3 32
9001 3 51
9001 3 35
9001 3 8
9002 32 9
9002 32 66
9002 32 26
9003 51 3
9004 15 9
9005 8 3
9006 15 5
9007 15 5
9008 9 17
9008 9 15
9009 56 15
9010 48 4
9011 9 67
9011 9 66
9012 67 9
9013 84 50
9014 84 50
9015 69 76
9016 107 57
9017 1 7
9017 1 4
9017 1 5
9017 1 6
9017 1 2
9017 1 3
9017 1 8
9017 1 9
9017 1 10
9017 1 11
9017 1 12
9017 1 13
9017 1 14
9017 1 15
9017 1 16
9017 1 17
9018 1 38
9019 57 107
9020 13 4
9021 6 40
9022 6 40
9023 96 12
9023 96 15
9023 96 61
9024 35 3
9025 35 4
9026 59 14
9027 15 56
9028 15 96
9028 15 9
9029 59 14
9030 42 63
9031 42 63
9032 3 66
9032 3 17
9032 3 67
9032 3 8
9032 3 35
9032 3 13
9032 3 4
9032 3 68
9032 3 85
9032 3 69
9033 59 9
9033 59 14
9034 42 63
9035 35 3
9036 42 29
9036 42 20
9036 42 33
9037 13 3
9038 42 44
9039 44 42
9040 103 14
9041 14 44
9042 38 36
9043 44 14
9044 14 103
9045 95 87
9045 95 123
9045 95 93
9045 95 22
9045 95 98
9045 95 104
9045 95 79
9046 124 121
9047 87 95
9048 33 15
9049 12 96
9050 95 87
9050 95 123
9050 95 93
9050 95 22
9050 95 98
9050 95 104
9050 95 79
9051 93 95
9052 93 95
9053 87 95
9054 87 27
9055 4 3
9056 87 115
9057 93 101
9058 101 93
9059 98 95
9060 93 101
9061 101 82
9061 101 6
9062 101 93
9063 13 3
9063 13 17
9063 13 35
9063 13 4
9064 88 15
9065 104 95
9066 5 15
9067 83 30
9067 83 9
9067 83 112
9068 68 3
9069 104 95
9070 79 95
9071 123 95
9072 123 95
9073 9 83
9074 5 15
9075 47 48
9076 59 67
9077 33 5
9077 33 117
9078 94 65
9079 65 94
9080 5 33
9081 30 83
9082 65 94
9083 6 101
9084 82 101
9085 8 3
9086 17 56
9086 17 15
9086 17 54
9087 15 17
9088 38 7
9089 56 17
9090 56 88
9091 82 56
9091 82 21
9091 82 86
9091 82 89
9091 86 82
9092 89 82
9093 56 82
9094 38 36
9094 38 37
9095 14 22
9095 14 64
9096 65 9
9097 5 15
9098 5 15
9099 15 5
9100 50 70
9101 69 76
9102 88 56
9103 76 69
9104 15 5
9105 1 7
9106 14 59
9107 7 1
9108 70 50
9109 59 14
9110 71 72
9110 71 5
9110 71 15
9111 54 17
9112 47 68
9113 68 47
9114 66 3
9115 66 9
9116 66 64
9117 10 7
9117 10 75
9117 10 21
9118 21 10
9119 59 86
9119 59 84
9119 59 48
9119 59 76
9119 59 88
9119 59 47
9119 59 68
9119 59 69
9119 59 56
9119 59 85
9119 59 89
9119 59 94
9119 59 2
9120 86 59
9121 88 18
9122 42 63
9123 42 63
9124 45 32
9125 71 73
9126 32 45
9127 45 86
9127 86 45
9128 45 69
9129 45 64
9130 27 44
9131 44 27
9132 45 27
9133 27 45
9134 45 68
9135 27 45
9136 45 53
9137 45 27
9138 59 2
9139 11 5
9140 68 45
9141 69 45
9142 64 45
9143 9 65
9144 94 65
9145 69 72
9146 9 67
9146 9 44
9146 9 42
9146 9 65
9146 9 14
9146 9 59
9147 15 9
9147 15 56
9148 2 94
9149 94 2
9150 65 9
9151 84 47
9151 84 48
9151 84 89
9151 84 88
9151 84 68
9152 7 14
9153 75 10
9154 9 15
9155 44 9
9156 56 48
9157 56 15
9158 76 19
9159 75 70
9159 75 82
9160 75 86
9161 80 9
9161 80 14
9162 65 9
9163 47 18
9164 9 80
9165 14 80
9165 14 9
9166 14 80
9167 74 4
9168 70 75
9169 14 7
9170 94 95
9171 3 66
9172 14 7
9173 17 9
9174 7 14
9175 82 75
9176 68 47
9177 14 9
9178 9 67
9178 9 69
9178 9 56
9179 9 65
9180 56 9
9181 69 9
9182 56 88
9183 82 13
9183 82 40
9184 13 3
9185 13 82
9186 3 13
9187 88 56
9188 88 56
9189 44 80
9190 40 16
9191 44 59
9192 41 40
9193 41 3
9194 95 94
9195 121 106
9196 64 90
9197 44 22
9198 52 103
9199 43 42
9199 43 6
9199 43 29
9199 43 95
9199 43 87
9199 43 21
9199 43 58
9200 21 43
9201 87 43
9202 13 3
9203 76 50
9204 6 106
9205 9 14
9206 7 10
9207 4 106
9208 58 43
9209 65 79
9209 65 44
9209 65 95
9210 44 65
9211 103 52
9212 33 83
9213 4 74
9214 69 76
9215 5 11
9216 94 95
9217 42 43
9218 76 50
9219 21 10
9219 21 75
9219 21 88
9219 21 7
9219 21 89
9220 89 21
9221 44 65
9222 88 21
9223 7 21
9224 50 76
9225 6 43
9226 7 22
9227 76 50
9228 95 43
9229 95 65
9230 95 94
9231 95 65
9232 65 44
9233 65 44
9234 44 65
9235 44 104
9236 65 95
9237 65 95
9238 42 9
9239 16 40
9240 95 65
9241 22 14
9242 75 50
9243 104 44
9244 44 104
9245 50 76
9246 76 50
9247 44 38
9248 84 50
9249 3 13
9250 59 44
9251 50 76
9252 84 86
9252 86 84
9253 59 9
9254 3 8
9255 76 50
9256 3 20
9257 38 36
9258 80 14
9259 80 85
9259 80 90
9260 42 64
9260 42 14
9260 42 9
9261 80 44
9262 79 65
9263 80 67
9264 79 65
9265 65 79
9266 44 80
9267 56 81
9267 56 15
9268 44 80
9269 15 56
9270 94 95
9271 15 9
9272 69 50
9273 3 13
9273 3 50
9273 3 35
9273 3 8
9273 3 4
9274 38 9
9275 9 15
9276 81 56
9277 69 84
9278 50 69
9279 13 3
9280 10 21
9281 10 87
9281 10 43
9282 21 75
9282 21 10
9282 21 7
9283 66 77
9284 59 65
9285 20 3
9286 43 79
9287 50 52
9287 69 50
9288 43 42
9289 42 43
9290 52 50
9291 77 66
9292 77 66
9293 87 10
9294 17 9
9295 84 50
9296 9 17
9297 52 50
9298 35 3
9298 8 3
9299 8 3
9300 50 84
9301 84 50
9302 50 84
9303 84 50
9304 84 19
9305 4 3
9306 75 21
9307 20 3
9308 75 70
9309 70 75
9310 38 36
9311 3 20
9312 77 66
9313 75 86
9313 75 82
9314 13 17
9315 17 13
9316 50 52
9316 50 84
9317 84 50
9318 52 50
9319 1 38
9320 94 65
9321 42 43
9322 47 48
9323 43 42
9324 77 66
9325 48 47
9326 43 42
9326 43 45
9326 43 79
9327 45 43
9328 47 13
9329 82 75
9330 50 75
9331 65 94
9332 50 75
9333 42 43
9334 82 101
9334 82 93
9334 82 109
9334 82 19
9334 82 21
9335 93 82
9336 90 68
9337 68 90
9338 68 47
9339 85 48
9340 85 80
9341 85 3
9342 80 69
9343 80 64
9343 69 80
9344 69 80
9345 80 44
9346 84 53
9347 80 44
9348 80 69
9349 69 80
9350 80 69
9351 7 29
9352 69 80
9353 90 151
9354 69 56
9355 80 69
9356 67 80
9357 67 9
9358 67 9
9359 67 3
9360 90 80
9361 84 57
9362 84 19
9363 59 14
9363 59 9
9364 13 47
9365 13 47
9366 101 82
9367 96 15
9367 96 61
9367 96 12
9368 94 9
9368 94 65
9369 11 5
9370 29 7
9371 29 43
9372 5 11
9373 75 50
9374 75 50
9375 13 14
9376 14 13
9377 11 5
9377 14 13
9378 44 80
9379 14 13
9380 13 14
9381 13 14
9382 13 14
9383 14 13
9384 14 13
9385 13 14
9386 81 43
9386 81 29
9387 56 88
9388 13 17
9389 12 96
9390 14 71
9391 17 3
9392 77 66
9393 75 50
9394 17 13
9395 3 66
9395 3 13
9395 3 4
9395 3 17
9395 3 67
9395 3 8
9395 3 35
9395 3 68
9395 3 85
9395 3 69
9396 17 3
9397 66 3
9398 14 22
9399 13 3
9400 5 11
9401 17 1
9402 13 3
9403 65 94
9404 65 94
9405 9 94
9406 79 43
9407 79 43
9408 79 95
9409 67 3
9410 35 3
9411 4 3
9412 47 13
9413 88 56
9414 9 67
9414 9 66
9415 29 81
9416 21 47
9417 14 95
9418 75 50
9419 68 3
9420 47 21
9421 47 50
9422 75 50
9423 81 27
9424 13 35
9424 13 4
9425 77 3
9425 77 51
9425 77 15
9425 77 24
9425 77 66
9425 77 26
9426 11 5
9427 54 58
9427 54 83
9428 58 54
9429 69 84
9430 88 15
9431 94 65
9432 24 77
9433 98 95
9434 8 3
9435 6 106
9436 69 68
9436 69 84
9436 69 76
9436 69 89
9437 17 56
9437 17 54
9437 17 15
9438 71 15
9438 71 72
9438 71 5
9438 71 73
9439 56 17
9440 104 44
9441 54 17
9442 95 14
9443 68 47
9444 26 77
9445 18 69
9446 21 82
9447 21 82
9448 75 50
9449 3 77
9450 14 95
9451 50 70
9451 50 53
9452 69 18
9453 76 40
9454 70 50
9455 95 14
9456 95 14
9457 14 95
9458 27 81
9459 95 14
9460 18 69
9460 18 79
9461 14 95
9462 76 19
9463 80 59
9464 18 79
9465 59 80
9466 44 22
9467 90 64
9468 84 86
9469 69 38
9469 69 18
9470 79 18
9471 67 9
9472 81 27
9473 27 81
9474 77 24
9475 77 3
9476 57 84
9477 84 57
9478 24 60
9479 83 54
9480 94 65
9480 94 9
9481 65 94
9482 77 66
9483 5 11
9484 52 103
9485 103 52
9486 76 19
9487 83 62
9487 83 15
9488 48 50
9489 15 96
9490 48 56
9491 10 43
9492 15 83
9493 74 4
9494 4 106
9495 54 10
9495 54 15
9496 50 75
9497 54 15
9497 54 61
9498 52 50
9499 44 36
9500 75 50
9501 66 77
9502 77 14
9503 77 66
9504 14 77
9505 4 74
9506 15 88
9507 77 15
9507 77 3
9507 77 51
9507 77 26
9507 77 24
9507 77 9
9507 77 66
9508 77 14
9509 60 24
9510 20 3
9511 36 44
9512 75 50
9513 3 20
9514 88 15
9515 15 17
9515 15 54
9515 15 54
9516 65 94
9516 65 79
9516 65 95
9516 65 104
9517 68 47
9518 77 66
9519 66 9
9520 50 75
9521 76 13
9522 95 65
9523 75 50
9524 32 59
9525 44 95
9526 95 44
9527 50 75
9528 14 44
9529 9 14
9529 9 65
9530 85 3
9531 9 14
9532 36 38
9533 9 94
9534 65 9
9535 14 9
9536 9 80
9537 80 9
9538 44 14
9539 69 18
9539 69 79
9539 69 72
9540 21 88
9541 88 21
9542 151 90
9543 9 67
9544 79 18
9545 75 50
9546 79 44
9547 79 44
9548 44 79
9549 44 79
9550 76 19
9551 79 65
9552 38 66
9552 38 77
9552 38 24
9553 59 67
9554 9 48
9554 9 86
9554 9 84
9554 9 76
9554 86 9
9555 79 123
9556 84 9
9557 50 48
9558 123 79
9559 48 50
9560 76 18
9560 76 19
9561 75 50
9562 59 2
9563 47 68
9564 76 9
9565 68 47
9566 70 50
9567 38 1
9568 76 13
9569 1 38
9570 50 75
9571 13 76
9571 13 75
9572 59 2
9572 59 94
9573 66 26
9573 66 24
9574 80 66
9575 75 13
9576 20 111
9577 70 50
9578 76 13
9579 75 50
9580 18 111
9580 18 107
9580 18 108
9580 18 99
9580 18 110
9580 18 109
9580 18 57
9581 48 9
9582 47 68
9583 68 47
9584 111 20
9585 57 18
9586 29 15
9587 50 75
9588 67 9
9589 38 69
9589 38 1
9589 38 18
9590 9 67
9590 9 66
9591 24 66
9592 84 69
9593 84 69
9594 18 91
9594 18 44
9595 44 18
9596 18 91
9596 18 44
9597 90 36
9598 51 24
9599 38 36
9600 67 9
9601 38 36
9602 69 56
9603 50 84
9604 84 50
9605 47 55
9606 38 36
9607 84 19
9607 84 57
9608 66 80
9609 80 151
9609 80 59
9609 80 104
9609 80 45
9609 80 69
9609 80 85
9609 80 68
9609 80 72
9609 80 94
9609 80 79
9610 85 80
9611 68 80
9612 10 54
9613 107 18
9614 110 18
9615 110 18
9616 38 36
9617 94 80
9618 96 15
9618 96 61
9618 96 12
9619 94 65
9619 94 9
9620 13 14
9621 24 25
9621 24 26
9622 26 24
9623 25 24
9624 55 47
9625 14 13
9626 14 13
9627 13 14
9628 71 14
9629 13 14
9630 14 13
9631 14 13
9632 13 14
9633 13 14
9634 14 13
9635 105 103
9636 94 84
9636 94 76
9636 94 69
9637 69 94
9638 79 80
9639 15 96
9640 103 105
9641 15 88
9642 15 29
9643 59 80
9644 59 32
9645 12 96
9646 3 66
9646 3 67
9646 3 8
9646 3 35
9646 3 13
9646 3 4
9646 3 68
9646 3 69
9646 3 17
9647 69 3
9648 3 84
9649 9 94
9650 65 94
9651 65 94
9652 35 3
9653 17 3
9654 8 3
9655 66 3
9656 2 94
9656 2 33
9656 2 83
9656 2 22
9657 66 9
9658 88 15
9659 4 3
9660 52 103
9661 121 106
9662 103 52
9663 94 65
9664 94 2
9665 94 56
9665 94 29
9665 94 20
9665 94 95
9665 94 123
9665 94 10
9665 94 98
9665 94 18
9665 94 58
9666 29 94
9667 58 94
9668 54 88
9668 54 15
9669 123 94
9670 17 3
9671 17 56
9671 17 15
9671 17 54
9672 15 17
9673 56 17
9674 54 17
9675 82 101
9676 82 98
9677 82 21
9678 54 88
9679 56 88
9680 33 2
9681 33 58
9682 14 44
9683 58 33
9684 88 54
9685 23 29
9685 23 58
9685 23 45
9685 23 94
9685 23 86
9685 23 48
9686 86 23
9687 29 23
9688 53 50
9689 58 23
9689 53 70
9690 53 45
9691 45 23
9692 53 84
9693 48 23
9694 95 94
9695 10 94
9696 10 7
9696 10 21
9697 5 15
9697 5 117
9698 7 10
9699 15 5
9700 15 54
9701 20 94
9702 59 84
9702 59 47
9702 59 94
9702 59 68
9702 59 69
9702 59 56
9702 59 85
9702 59 86
9702 59 89
9702 59 48
9702 59 76
9702 59 88
9702 59 2
9703 69 59
9704 71 15
9704 71 72
9704 71 5
9704 71 73
9705 98 94
9706 84 3
9707 84 94
9708 117 15
9709 21 10
9710 88 54
9710 15 117
9711 88 54
9712 117 15
9713 15 117
9714 117 15
9715 18 94
9716 44 14
9717 15 117
9718 117 15
9719 15 117
9720 88 54
9721 44 14
9722 58 29
9722 58 83
9722 58 2
9722 58 46
9722 58 43
9722 58 33
9722 58 94
9722 58 73
9723 2 58
9724 89 88
9725 29 58
9726 89 88
9727 56 94
9728 89 88
9729 14 44
9730 104 44
9731 33 58
9732 43 42
9733 32 26
9734 42 43
9735 32 24
9735 32 26
9736 73 58
9737 26 45
9738 44 18
9739 11 5
9740 70 1
9741 24 26
9741 24 66
9742 88 15
9742 88 61
9742 88 96
9742 88 12
9743 26 24
9744 15 26
9744 15 66
9745 32 117
9745 32 23
9745 32 27
9745 32 83
9746 26 15
9747 26 24
9748 23 32
9749 23 32
9750 32 23
9751 32 23
9752 23 32
9753 40 82
9754 76 94
9755 46 58
9756 77 66
9757 5 11
9758 32 59
9759 77 66
9760 70 53
9761 75 50
9762 84 19
9762 84 57
9763 23 51
9764 51 23
9765 80 59
9766 59 14
9767 59 80
9768 27 32
9769 29 58
9769 29 23
9769 29 83
9769 29 94
9770 23 29
9771 29 42
9772 23 29
9773 58 29
9774 59 67
9775 44 14
9776 47 55
9776 47 18
9777 4 106
9778 105 103
9778 105 52
9779 103 105
9780 52 105
9781 55 47
9782 18 47
9783 24 66
9783 24 26
9784 106 117
9784 106 73
9785 85 48
9786 66 77
9787 18 57
9788 77 66
9789 57 18
9790 66 24
9791 30 25
9791 30 26
9792 15 77
9793 151 80
9794 29 23
9795 14 44
9796 77 15
9797 77 15
9798 9 85
9799 84 19
9800 3 51
9800 3 8
9800 3 35
9801 19 75
9802 48 56
9803 80 14
9804 56 48
9805 14 80
9806 43 10
9807 43 58
9808 8 3
9809 25 30
9810 75 19
9811 35 3
9812 51 3
9813 77 66
9813 77 15
9813 77 26
9813 77 24
9814 81 56
9814 81 15
9815 56 81
9816 69 84
9817 15 81
9818 26 24
9819 70 53
9820 26 30
9821 53 70
9822 56 15
9822 56 69
9822 56 67
9822 56 9
9822 56 72
9822 56 3
9822 56 68
9822 56 88
9822 56 65
9823 69 56
9824 3 56
9825 9 56
9826 3 56
9827 14 59
9828 15 56
9829 3 13
9829 3 4
9829 3 8
9829 3 35
9830 115 67
9831 59 14
9832 56 3
9833 35 3
9834 4 3
9835 9 66
9835 9 85
9835 9 67
9836 66 26
9836 66 32
9837 66 24
9838 32 66
9839 88 56
9840 65 56
9841 115 67
9842 84 53
9843 47 13
9844 8 3
9845 29 30
9845 29 4
9845 29 102
9846 29 31
9847 30 29
9848 29 100
9849 53 70
9850 53 84
9851 45 80
9852 84 69
9852 84 86
9852 84 76
9852 84 88
9852 69 84
9853 59 44
9854 47 13
9855 12 15
9856 12 72
9856 12 71
9856 12 73
9857 9 67
9857 9 66
9858 66 9
9859 84 50
9860 7 10
9861 14 44
9862 13 47
9863 13 40
9864 13 47
9865 13 47
9866 13 3
9867 13 3
9868 13 65
9868 13 3
9868 13 8
9868 13 40
9869 4 29
9870 31 29
9871 96 15
9871 96 61
9871 96 12
9872 26 66
9873 26 66
9874 8 13
9875 100 29
9876 42 29
9877 44 14
9878 19 82
9879 3 13
9880 71 12
9881 71 5
9882 4 65
9883 73 12
9884 14 9
9885 81 27
9885 81 47
9886 14 32
9887 15 96
9888 71 12
9889 15 12
9890 3 66
9890 3 67
9890 3 13
9890 3 85
9890 3 69
9890 3 8
9890 3 35
9890 3 4
9890 3 68
9890 3 84
9890 3 17
9891 35 3
9892 13 3
9893 17 3
9894 5 72
9894 5 71
9894 5 73
9894 5 74
9894 5 11
9895 8 3
9896 4 106
9897 4 3
9898 11 5
9899 66 3
9900 14 77
9901 44 104
9902 68 56
9903 13 14
9904 14 13
9905 4 13
9905 4 86
9905 4 69
9905 4 84
9905 4 35
9906 14 13
9907 13 4
9908 13 14
9909 13 14
9910 14 13
9911 14 13
9912 13 14
9913 13 14
9914 14 13
9915 67 3
9916 13 14
9917 67 9
9918 1 38
9919 1 70
9920 14 13
9921 14 13
9922 69 68
9923 1 38
9924 67 115
9925 67 56
9926 13 14
9927 13 14
9928 67 115
9929 7 10
9930 47 81
9931 47 13
9931 72 117
9931 72 12
9931 72 71
9931 72 73
9931 72 15
9931 72 5
9931 72 74
9932 14 13
9933 35 4
9934 68 3
9935 80 67
9936 76 69
9937 12 96
9938 10 7
9939 22 95
9939 22 42
9939 22 98
9940 38 1
9941 1 70
9942 98 22
9943 17 56
9943 17 15
9943 17 54
9944 73 5
9945 32 14
9946 1 38
9947 14 32
9948 70 1
9949 32 14
9950 80 14
9951 14 80
9952 38 44
9953 70 1
9954 65 95
9955 65 13
9955 52 23
9956 95 22
9957 95 65
9958 66 3
9959 66 15
9960 23 52
9961 44 38
9962 74 5
9963 76 69
9964 1 70
